application_id,visa_type,applicant_age,gender,education_level,nationality,occupation,processing_center,visit_purpose,duration_requested_days,application_month,application_year,previous_visa,num_previous_visits,financial_proof_usd,has_sponsor,documents_complete,express_processing,processing_time_days,visa_status,education_encoded,visa_type_encoded,gender_encoded,nationality_encoded,occupation_encoded,processing_center_encoded,visit_purpose_encoded,previous_visa_encoded,visa_type_Business,visa_type_Conference,visa_type_Employment,visa_type_Entry,visa_type_Medical,visa_type_Research,visa_type_Student,visa_type_Tourist,visa_status_encoded
IND20200001066,Tourist,67.0,Female,12th Pass,Singapore,Self Employed,New Delhi,Heritage Tour,30,5,2020,Yes,7.0,18169.0,0,0.0,0,11,Approved,1,7,0,12,6,6,17,1,False,False,False,False,False,False,False,True,2
IND20230001067,Tourist,34.0,Male,Graduate,Canada,Government Employee,Bengaluru,Heritage Tour,60,6,2023,No,0.0,4562.0,0,0.0,0,15,Approved,2,7,1,3,2,1,17,0,False,False,False,False,False,False,False,True,2
IND20210001068,Employment,28.0,Male,Graduate,Italy,Student,New Delhi,Teaching,365,4,2021,No,1.0,20595.0,1,1.0,1,17,Approved,2,2,1,7,7,6,33,0,False,False,True,False,False,False,False,False,2
IND20220001069,Tourist,44.0,Male,Graduate,Japan,Retired,Pune,Sightseeing,90,5,2022,Yes,1.0,24789.0,1,0.0,0,10,Rejected,2,7,1,8,5,7,30,1,False,False,False,False,False,False,False,True,0
IND20220001070,Tourist,52.0,Male,Graduate,France,Student,Hyderabad,Wildlife Safari,30,4,2022,Yes,4.0,23349.0,0,1.0,1,6,Approved,2,7,1,5,7,3,38,1,False,False,False,False,False,False,False,True,2
IND20210001071,Employment,51.0,Female,Graduate,Thailand,Student,Chennai,IT Services,365,3,2021,No,0.0,11046.0,0,0.0,0,22,Approved,2,2,0,16,7,2,19,0,False,False,True,False,False,False,False,False,2
IND20230001072,Tourist,30.0,Female,Doctorate,Singapore,Student,Kolkata,Beach Holiday,60,9,2023,Yes,2.0,21762.5,0,1.0,0,9,Approved,4,7,0,12,7,4,2,1,False,False,False,False,False,False,False,True,2
IND20210001073,Business,56.0,Female,Graduate,USA,Professional,Pune,Site Visit,365,12,2021,No,0.0,59189.0,0,1.0,1,9,Approved,2,0,0,19,4,7,31,0,True,False,False,False,False,False,False,False,2
IND20230001074,Business,51.0,Male,10th Pass,Nepal,Business Owner,Chennai,Client Meeting,90,1,2023,Yes,3.0,14056.0,1,1.0,0,9,Approved,0,0,1,10,1,2,5,1,True,False,False,False,False,False,False,False,2
IND20210001075,Entry,41.0,Female,Graduate,Bangladesh,Professional,Bengaluru,Emergency,60,2,2021,No,0.0,9680.0,0,0.0,0,12,Rejected,2,3,0,1,4,1,11,0,False,False,False,True,False,False,False,False,0
IND20210001076,Tourist,40.0,Female,10th Pass,UAE,Professional,Hyderabad,Heritage Tour,180,10,2021,No,0.0,18755.0,0,0.0,0,12,Rejected,0,7,0,17,4,3,17,0,False,False,False,False,False,False,False,True,0
IND20200001077,Business,58.0,Male,12th Pass,Malaysia,Professional,Ahmedabad,Site Visit,90,9,2020,Yes,3.0,42077.0,1,0.0,0,20,Approved,1,0,1,9,4,0,31,1,True,False,False,False,False,False,False,False,2
IND20230001078,Student,34.0,Female,Graduate,UK,Student,Pune,Undergraduate,1095,3,2023,Yes,7.0,68665.0,1,1.0,0,11,Approved,2,6,0,18,7,7,37,1,False,False,False,False,False,False,True,False,2
IND20240001079,Tourist,48.0,Female,Post Graduate,Nepal,Business Owner,Mumbai,Beach Holiday,180,10,2024,No,0.0,17137.0,0,0.0,0,28,Rejected,3,7,0,10,1,5,2,0,False,False,False,False,False,False,False,True,0
IND20210001080,Tourist,28.0,Female,Doctorate,Thailand,Retired,Pune,Sightseeing,90,11,2021,No,0.0,1021.0,0,1.0,0,6,Approved,4,7,0,16,5,7,30,0,False,False,False,False,False,False,False,True,2
IND20200001081,Tourist,62.0,Female,Post Graduate,Nepal,Self Employed,Bengaluru,Beach Holiday,30,1,2020,No,0.0,5090.0,1,1.0,0,11,Approved,3,7,0,10,6,1,2,0,False,False,False,False,False,False,False,True,2
IND20210001082,Employment,55.0,Female,Graduate,UAE,Self Employed,Kolkata,Manufacturing,730,10,2021,Yes,3.0,46831.0,1,1.0,0,18,Approved,2,2,0,17,6,4,20,1,False,False,True,False,False,False,False,False,2
IND20210001083,Entry,32.0,Male,12th Pass,Brazil,Self Employed,Chennai,OCI Holder,30,11,2021,No,0.0,11743.0,1,0.0,0,16,Rejected,1,3,1,2,6,2,21,0,False,False,False,True,False,False,False,False,0
IND20220001084,Entry,44.0,Male,Graduate,South Africa,Student,Ahmedabad,Emergency,30,12,2022,Yes,6.0,21762.5,0,1.0,0,4,Approved,2,3,1,13,7,0,11,1,False,False,False,True,False,False,False,False,2
IND20240001085,Business,26.0,Female,Graduate,Bangladesh,Business Owner,Bengaluru,Client Meeting,180,9,2024,No,0.0,53630.0,1,1.0,0,14,Approved,2,0,0,1,1,1,5,0,True,False,False,False,False,False,False,False,2
IND20210001086,Tourist,20.0,Male,Graduate,Russia,Business Owner,Mumbai,Sightseeing,180,10,2021,No,0.0,6400.0,1,1.0,0,9,Approved,2,7,1,11,1,5,30,0,False,False,False,False,False,False,False,True,2
IND20220001087,Business,33.0,Female,Post Graduate,Russia,Government Employee,Mumbai,Trade Fair,90,8,2022,Yes,1.0,45960.0,1,1.0,0,12,Approved,3,0,0,11,2,5,35,1,True,False,False,False,False,False,False,False,2
IND20210001088,Business,46.0,Female,Graduate,Thailand,Professional,Mumbai,Conference,180,8,2021,Yes,1.0,5104.0,1,1.0,0,9,Rejected,2,0,0,16,4,5,7,1,True,False,False,False,False,False,False,False,0
IND20200001089,Tourist,22.0,Female,10th Pass,Australia,Academic,Ahmedabad,Hill Station,30,12,2020,No,0.0,18161.0,0,0.0,0,26,Approved,0,7,0,0,0,0,18,0,False,False,False,False,False,False,False,True,2
IND20220001090,Tourist,28.0,Male,12th Pass,Thailand,Government Employee,Ahmedabad,Heritage Tour,60,6,2022,No,0.0,27512.0,0,1.0,0,8,Approved,1,7,1,16,2,0,17,0,False,False,False,False,False,False,False,True,2
IND20240001091,Entry,52.0,Female,Graduate,UAE,Student,Hyderabad,OCI Holder,30,3,2024,Yes,6.0,17718.0,0,1.0,0,7,Rejected,2,3,0,17,7,3,21,1,False,False,False,True,False,False,False,False,0
IND20220001092,Tourist,70.0,Female,Graduate,Australia,Student,Hyderabad,Hill Station,30,2,2022,No,0.0,15028.0,0,1.0,0,4,Approved,2,7,0,0,7,3,18,0,False,False,False,False,False,False,False,True,2
IND20220001093,Tourist,43.0,Male,Graduate,South Africa,Retired,Mumbai,Heritage Tour,60,11,2022,Yes,6.0,29458.0,0,1.0,0,8,Approved,2,7,1,13,5,5,17,1,False,False,False,False,False,False,False,True,2
IND20200001094,Employment,55.0,Male,Post Graduate,Sri Lanka,Student,Mumbai,Consulting,730,5,2020,No,0.0,39392.0,0,1.0,1,12,Approved,3,2,1,15,7,5,9,0,False,False,True,False,False,False,False,False,2
IND20210001095,Business,47.0,Female,Doctorate,UAE,Government Employee,Hyderabad,Partnership Discussion,60,12,2021,Yes,3.0,51010.0,1,1.0,0,7,Approved,4,0,0,17,2,3,23,1,True,False,False,False,False,False,False,False,2
IND20200001096,Employment,55.0,Male,Post Graduate,Australia,Business Owner,Chennai,Manufacturing,365,3,2020,Yes,3.0,47280.0,1,1.0,0,12,Approved,3,2,1,0,1,2,20,1,False,False,True,False,False,False,False,False,2
IND20200001097,Employment,41.0,Male,Graduate,Sri Lanka,Homemaker,Pune,Manufacturing,365,12,2020,No,0.0,35355.0,1,1.0,0,20,Approved,2,2,1,15,3,7,20,0,False,False,True,False,False,False,False,False,2
IND20200001098,Business,62.0,Female,10th Pass,Australia,Business Owner,Chennai,Trade Fair,180,8,2020,Yes,5.0,50603.0,1,1.0,0,10,Approved,0,0,0,0,1,2,35,1,True,False,False,False,False,False,False,False,2
IND20240001099,Business,22.0,Female,12th Pass,Canada,Self Employed,Mumbai,Site Visit,180,7,2024,No,0.0,75587.0,1,1.0,1,2,Approved,1,0,0,3,6,5,31,0,True,False,False,False,False,False,False,False,2
IND20210001100,Conference,65.0,Female,Post Graduate,France,Student,Chennai,Tech Summit,60,11,2021,Yes,4.0,21762.5,1,0.0,0,12,Approved,3,1,0,5,7,2,34,1,False,True,False,False,False,False,False,False,2
IND20210001101,Business,56.0,Male,Post Graduate,Sri Lanka,Professional,Chennai,Client Meeting,180,6,2021,No,0.0,79700.0,1,1.0,0,7,Approved,3,0,1,15,4,2,5,0,True,False,False,False,False,False,False,False,2
IND20210001102,Student,27.0,Female,12th Pass,South Korea,Student,Kolkata,PhD Research,1095,5,2021,No,0.0,26011.0,1,1.0,1,10,Approved,1,6,0,14,7,4,24,0,False,False,False,False,False,False,True,False,2
IND20230001103,Student,26.0,Male,12th Pass,USA,Student,Bengaluru,PhD Research,1095,10,2023,No,0.0,25267.0,1,1.0,1,7,Approved,1,6,1,19,7,1,24,0,False,False,False,False,False,False,True,False,2
IND20210001104,Medical,53.0,Male,Post Graduate,Australia,Professional,Bengaluru,Treatment,180,9,2021,Yes,2.0,8020.0,0,1.0,0,4,Approved,3,4,1,0,4,1,36,1,False,False,False,False,True,False,False,False,2
IND20200001105,Tourist,63.0,Male,Graduate,Canada,Government Employee,Ahmedabad,Sightseeing,60,3,2020,Yes,1.0,9693.0,0,1.0,1,9,Approved,2,7,1,3,2,0,30,1,False,False,False,False,False,False,False,True,2
IND20220001106,Entry,41.0,Female,Graduate,Australia,Student,Ahmedabad,Returning Resident,30,4,2022,Yes,5.0,10899.0,1,1.0,0,6,Approved,2,3,0,0,7,0,26,1,False,False,False,True,False,False,False,False,2
IND20200001107,Medical,47.0,Male,Graduate,Japan,Student,New Delhi,Treatment,60,12,2020,No,0.0,21762.5,0,1.0,0,5,Approved,2,4,1,8,7,6,36,0,False,False,False,False,True,False,False,False,2
IND20220001108,Business,61.0,Male,12th Pass,UK,Professional,Kolkata,Client Meeting,365,7,2022,Yes,2.0,30579.0,0,1.0,0,10,Approved,1,0,1,18,4,4,5,1,True,False,False,False,False,False,False,False,2
IND20210001109,Student,21.0,Male,Graduate,Japan,Student,Chennai,Undergraduate,1460,7,2021,No,0.0,28302.0,1,1.0,0,11,Approved,2,6,1,8,7,2,37,0,False,False,False,False,False,False,True,False,2
IND20230001110,Business,41.0,Male,Graduate,Australia,Business Owner,New Delhi,Client Meeting,365,12,2023,Yes,8.0,21762.5,1,0.0,1,12,Rejected,2,0,1,0,1,6,5,1,True,False,False,False,False,False,False,False,0
IND20210001111,Medical,27.0,Female,Doctorate,South Africa,Retired,Ahmedabad,Follow-up,90,4,2021,No,0.0,1439.0,0,1.0,1,4,Approved,4,4,0,13,5,0,15,0,False,False,False,False,True,False,False,False,2
IND20200001112,Business,29.0,Female,Post Graduate,Australia,Retired,Mumbai,Client Meeting,90,1,2020,No,0.0,92527.0,0,0.0,0,15,Approved,3,0,0,0,5,5,5,0,True,False,False,False,False,False,False,False,2
IND20220001113,Business,28.0,Male,Doctorate,Italy,Professional,Hyderabad,Partnership Discussion,60,1,2022,No,0.0,28382.0,1,1.0,1,3,Approved,4,0,1,7,4,3,23,0,True,False,False,False,False,False,False,False,2
IND20200001114,Tourist,33.0,Female,Post Graduate,Canada,Student,New Delhi,Sightseeing,60,8,2020,Yes,3.0,10026.0,1,1.0,0,7,Approved,3,7,0,3,7,6,30,1,False,False,False,False,False,False,False,True,2
IND20230001115,Business,39.0,Male,Post Graduate,Japan,Government Employee,New Delhi,Trade Fair,30,12,2023,Yes,1.0,21460.0,0,1.0,1,10,Approved,3,0,1,8,2,6,35,1,True,False,False,False,False,False,False,False,2
IND20210001116,Tourist,50.0,Male,Post Graduate,Malaysia,Student,Hyderabad,Sightseeing,60,10,2021,No,0.0,3015.0,0,1.0,1,4,Approved,3,7,1,9,7,3,30,0,False,False,False,False,False,False,False,True,2
IND20210001117,Business,28.0,Female,Graduate,Thailand,Business Owner,Mumbai,Trade Fair,90,5,2021,Yes,1.0,21762.5,1,1.0,0,5,Approved,2,0,0,16,1,5,35,1,True,False,False,False,False,False,False,False,2
IND20240001118,Research,43.0,Female,10th Pass,Singapore,Academic,Bengaluru,Collaboration,60,10,2024,Yes,6.0,15510.0,0,1.0,0,21,Approved,0,5,0,12,0,1,6,1,False,False,False,False,False,True,False,False,2
IND20210001119,Business,35.0,Female,Graduate,Singapore,Student,Mumbai,Conference,90,8,2021,No,0.0,3358.0,1,1.0,0,6,Approved,2,0,0,12,7,5,7,0,True,False,False,False,False,False,False,False,2
IND20240001120,Employment,29.0,Male,Graduate,Japan,Professional,Ahmedabad,Healthcare,365,2,2024,No,0.0,31125.0,1,1.0,1,12,Approved,2,2,1,8,4,0,16,0,False,False,True,False,False,False,False,False,2
IND20200001121,Tourist,54.0,Male,Graduate,Thailand,Business Owner,Bengaluru,Beach Holiday,30,3,2020,No,0.0,1998.0,0,1.0,0,11,Approved,2,7,1,16,1,1,2,0,False,False,False,False,False,False,False,True,2
IND20240001122,Student,41.0,Female,12th Pass,UAE,Student,Mumbai,Postgraduate,365,8,2024,No,0.0,40040.0,1,1.0,0,14,Approved,1,6,0,17,7,5,25,0,False,False,False,False,False,False,True,False,2
IND20240001123,Tourist,37.0,Female,Doctorate,Russia,Retired,Ahmedabad,Heritage Tour,30,12,2024,Yes,1.0,1571.0,0,1.0,0,10,Approved,4,7,0,11,5,0,17,1,False,False,False,False,False,False,False,True,2
IND20230001124,Tourist,58.0,Female,Doctorate,Singapore,Professional,Kolkata,Sightseeing,30,6,2023,Yes,4.0,20888.0,0,1.0,1,3,Approved,4,7,0,12,4,4,30,1,False,False,False,False,False,False,False,True,2
IND20230001125,Employment,49.0,Male,Post Graduate,Germany,Government Employee,Mumbai,Healthcare,365,3,2023,No,0.0,36129.0,1,1.0,0,17,Approved,3,2,1,6,2,5,16,0,False,False,True,False,False,False,False,False,2
IND20230001126,Tourist,26.0,Female,10th Pass,Brazil,Professional,Mumbai,Sightseeing,30,8,2023,No,0.0,16913.0,0,1.0,0,10,Approved,0,7,0,2,4,5,30,0,False,False,False,False,False,False,False,True,2
IND20220001127,Student,35.0,Male,Post Graduate,Malaysia,Student,Mumbai,Short Course,1095,10,2022,Yes,6.0,42675.0,0,1.0,0,11,Approved,3,6,1,9,7,5,29,1,False,False,False,False,False,False,True,False,2
IND20240001128,Student,33.0,Male,12th Pass,South Africa,Student,Hyderabad,Short Course,1460,7,2024,No,1.0,79361.0,1,1.0,0,13,Approved,1,6,1,13,7,3,29,0,False,False,False,False,False,False,True,False,2
IND20230001129,Student,20.0,Female,Post Graduate,Nepal,Student,Hyderabad,Undergraduate,1460,7,2023,Yes,3.0,38348.0,1,1.0,0,16,Approved,3,6,0,10,7,3,37,1,False,False,False,False,False,False,True,False,2
IND20220001130,Employment,37.0,Male,Post Graduate,Australia,Government Employee,Ahmedabad,Manufacturing,365,12,2022,No,0.0,38776.0,1,0.0,0,34,Rejected,3,2,1,0,2,0,20,0,False,False,True,False,False,False,False,False,0
IND20200001131,Medical,70.0,Female,Graduate,Australia,Self Employed,Chennai,Surgery,60,8,2020,Yes,8.0,27863.0,0,1.0,0,2,Approved,2,4,0,0,6,2,32,1,False,False,False,False,True,False,False,False,2
IND20210001132,Tourist,62.0,Male,Graduate,China,Business Owner,Mumbai,Heritage Tour,90,11,2021,No,0.0,25606.0,0,0.0,1,17,Rejected,2,7,1,4,1,5,17,0,False,False,False,False,False,False,False,True,0
IND20240001133,Tourist,52.0,Female,Graduate,Thailand,Professional,Mumbai,Hill Station,180,5,2024,Yes,3.0,6266.0,1,1.0,0,5,Approved,2,7,0,16,4,5,18,1,False,False,False,False,False,False,False,True,2
IND20230001134,Business,52.0,Female,10th Pass,UAE,Business Owner,New Delhi,Site Visit,60,1,2023,Yes,5.0,73791.0,1,1.0,1,6,Approved,0,0,0,17,1,6,31,1,True,False,False,False,False,False,False,False,2
IND20200001135,Tourist,31.0,Male,Post Graduate,Nepal,Business Owner,Hyderabad,Hill Station,180,2,2020,No,0.0,22888.0,1,1.0,1,5,Approved,3,7,1,10,1,3,18,0,False,False,False,False,False,False,False,True,2
IND20230001136,Research,55.0,Male,Graduate,UAE,Self Employed,Pune,Scientific Study,60,1,2023,No,0.0,12620.0,1,1.0,0,19,Approved,2,5,1,17,6,7,27,0,False,False,False,False,False,True,False,False,2
IND20230001137,Research,27.0,Female,Post Graduate,Sri Lanka,Professional,Pune,Data Collection,90,4,2023,Yes,8.0,10309.0,0,1.0,0,33,Approved,3,5,0,15,4,7,10,1,False,False,False,False,False,True,False,False,2
IND20230001138,Tourist,57.0,Female,10th Pass,Australia,Homemaker,New Delhi,Hill Station,180,12,2023,No,0.0,21762.5,0,1.0,1,6,Rejected,0,7,0,0,3,6,18,0,False,False,False,False,False,False,False,True,0
IND20230001139,Business,21.0,Female,Post Graduate,UAE,Student,Hyderabad,Conference,30,8,2023,Yes,3.0,76509.0,1,1.0,1,3,Approved,3,0,0,17,7,3,7,1,True,False,False,False,False,False,False,False,2
IND20220001140,Tourist,57.0,Male,10th Pass,Sri Lanka,Homemaker,Chennai,Sightseeing,60,5,2022,No,0.0,14111.0,0,0.0,0,17,Rejected,0,7,1,15,3,2,30,0,False,False,False,False,False,False,False,True,0
IND20210001141,Business,36.0,Female,12th Pass,Singapore,Professional,Chennai,Site Visit,180,10,2021,No,0.0,11932.0,0,1.0,0,6,Approved,1,0,0,12,4,2,31,0,True,False,False,False,False,False,False,False,2
IND20210001142,Tourist,27.0,Male,Post Graduate,Bangladesh,Student,Kolkata,Beach Holiday,30,4,2021,Yes,8.0,24583.0,0,1.0,0,8,Approved,3,7,1,1,7,4,2,1,False,False,False,False,False,False,False,True,2
IND20220001143,Research,40.0,Male,Graduate,Nepal,Government Employee,New Delhi,Academic Research,60,5,2022,Yes,8.0,5739.0,0,1.0,0,23,Approved,2,5,1,10,2,6,1,1,False,False,False,False,False,True,False,False,2
IND20200001144,Conference,32.0,Female,Graduate,China,Professional,Ahmedabad,Workshop,30,8,2020,No,0.0,16867.0,1,0.0,0,14,Rejected,2,1,0,4,4,0,39,0,False,True,False,False,False,False,False,False,0
IND20230001145,Business,55.0,Male,12th Pass,France,Business Owner,Hyderabad,Client Meeting,180,5,2023,Yes,2.0,32684.0,1,0.0,0,22,Rejected,1,0,1,5,1,3,5,1,True,False,False,False,False,False,False,False,0
IND20240001146,Entry,47.0,Male,Graduate,South Africa,Self Employed,Pune,OCI Holder,90,7,2024,No,0.0,11235.0,0,1.0,0,7,Approved,2,3,1,13,6,7,21,0,False,False,False,True,False,False,False,False,2
IND20220001147,Business,62.0,Male,Graduate,France,Professional,Mumbai,Site Visit,60,12,2022,No,0.0,92066.0,1,1.0,1,7,Approved,2,0,1,5,4,5,31,0,True,False,False,False,False,False,False,False,2
IND20230001148,Conference,64.0,Male,Graduate,Bangladesh,Business Owner,Mumbai,Workshop,30,7,2023,No,0.0,24861.0,1,1.0,1,9,Approved,2,1,1,1,1,5,39,0,False,True,False,False,False,False,False,False,2
IND20230001149,Business,65.0,Male,Graduate,France,Business Owner,Hyderabad,Trade Fair,90,10,2023,Yes,7.0,66636.0,1,1.0,0,8,Approved,2,0,1,5,1,3,35,1,True,False,False,False,False,False,False,False,2
IND20220001150,Tourist,53.0,Female,Graduate,Australia,Professional,Hyderabad,Beach Holiday,180,11,2022,Yes,7.0,21762.5,0,1.0,0,11,Approved,2,7,0,0,4,3,2,1,False,False,False,False,False,False,False,True,2
IND20200001151,Tourist,70.0,Female,Post Graduate,Brazil,Self Employed,Bengaluru,Beach Holiday,180,6,2020,No,0.0,1956.0,0,1.0,0,8,Rejected,3,7,0,2,6,1,2,0,False,False,False,False,False,False,False,True,0
IND20210001152,Medical,75.0,Male,Post Graduate,Sri Lanka,Student,Kolkata,Consultation,90,7,2021,Yes,3.0,28993.0,0,1.0,1,4,Approved,3,4,1,15,7,4,8,1,False,False,False,False,True,False,False,False,2
IND20200001153,Business,26.0,Female,Graduate,Brazil,Professional,Bengaluru,Conference,30,1,2020,No,0.0,91508.0,0,1.0,0,6,Approved,2,0,0,2,4,1,7,0,True,False,False,False,False,False,False,False,2
IND20220001154,Student,22.0,Female,12th Pass,Sri Lanka,Student,Pune,Exchange Program,1095,7,2022,Yes,6.0,18825.0,1,1.0,0,10,Approved,1,6,0,15,7,7,12,1,False,False,False,False,False,False,True,False,2
IND20200001155,Business,25.0,Female,12th Pass,Thailand,Professional,Hyderabad,Site Visit,365,11,2020,No,0.0,10860.0,1,0.0,0,18,Approved,1,0,0,16,4,3,31,0,True,False,False,False,False,False,False,False,2
IND20230001156,Employment,52.0,Female,12th Pass,Malaysia,Student,Kolkata,IT Services,365,10,2023,No,0.0,28485.0,0,1.0,0,20,Approved,1,2,0,9,7,4,19,0,False,False,True,False,False,False,False,False,2
IND20230001157,Student,25.0,Male,12th Pass,Sri Lanka,Student,Mumbai,Postgraduate,365,3,2023,Yes,4.0,79305.0,1,1.0,1,11,Approved,1,6,1,15,7,5,25,1,False,False,False,False,False,False,True,False,2
IND20220001158,Tourist,64.0,Female,Graduate,Malaysia,Professional,Pune,Hill Station,90,11,2022,Yes,6.0,9674.0,0,1.0,0,5,Approved,2,7,0,9,4,7,18,1,False,False,False,False,False,False,False,True,2
IND20210001159,Tourist,52.0,Female,12th Pass,China,Government Employee,Hyderabad,Sightseeing,30,11,2021,Yes,5.0,11010.0,0,1.0,0,12,Approved,1,7,0,4,2,3,30,1,False,False,False,False,False,False,False,True,2
IND20200001160,Employment,29.0,Male,12th Pass,Japan,Student,Pune,Consulting,1825,10,2020,No,0.0,37194.0,1,1.0,1,16,Approved,1,2,1,8,7,7,9,0,False,False,True,False,False,False,False,False,2
IND20210001161,Medical,67.0,Female,10th Pass,Australia,Academic,Chennai,Surgery,60,9,2021,No,0.0,13435.0,0,1.0,0,8,Approved,0,4,0,0,0,2,32,0,False,False,False,False,True,False,False,False,2
IND20200001162,Tourist,61.0,Male,Post Graduate,Germany,Self Employed,Kolkata,Sightseeing,90,6,2020,No,0.0,21818.0,1,1.0,1,3,Approved,3,7,1,6,6,4,30,0,False,False,False,False,False,False,False,True,2
IND20240001163,Tourist,52.0,Male,12th Pass,China,Retired,Bengaluru,Heritage Tour,90,1,2024,Yes,2.0,17865.0,1,1.0,1,9,Approved,1,7,1,4,5,1,17,1,False,False,False,False,False,False,False,True,2
IND20220001164,Business,31.0,Female,12th Pass,China,Government Employee,Hyderabad,Trade Fair,90,5,2022,No,0.0,10010.0,1,0.0,0,19,Approved,1,0,0,4,2,3,35,0,True,False,False,False,False,False,False,False,2
IND20240001165,Tourist,26.0,Male,Post Graduate,Brazil,Retired,Mumbai,Heritage Tour,180,9,2024,No,0.0,22661.0,0,0.0,1,20,Rejected,3,7,1,2,5,5,17,0,False,False,False,False,False,False,False,True,0
IND20240001166,Conference,52.0,Male,Graduate,Italy,Professional,Hyderabad,Academic Conference,60,10,2024,No,0.0,5353.0,0,1.0,0,10,Approved,2,1,1,7,4,3,0,0,False,True,False,False,False,False,False,False,2
IND20220001167,Conference,44.0,Male,Graduate,UK,Business Owner,Ahmedabad,Academic Conference,30,5,2022,Yes,4.0,28251.0,1,0.0,1,9,Approved,2,1,1,18,1,0,0,1,False,True,False,False,False,False,False,False,2
IND20200001168,Entry,29.0,Male,10th Pass,Malaysia,Academic,New Delhi,Family Visit,30,10,2020,Yes,3.0,17943.0,0,1.0,0,3,Approved,0,3,1,9,0,6,13,1,False,False,False,True,False,False,False,False,2
IND20200001169,Employment,29.0,Male,Post Graduate,Australia,Retired,Chennai,IT Services,365,2,2020,No,0.0,39211.0,0,1.0,1,16,Approved,3,2,1,0,5,2,19,0,False,False,True,False,False,False,False,False,2
IND20200001170,Business,52.0,Female,Graduate,Nepal,Student,Mumbai,Client Meeting,365,2,2020,Yes,4.0,51846.0,0,1.0,0,4,Approved,2,0,0,10,7,5,5,1,True,False,False,False,False,False,False,False,2
IND20210001171,Tourist,55.0,Female,12th Pass,Brazil,Retired,Mumbai,Hill Station,30,8,2021,Yes,7.0,26658.0,0,1.0,0,7,Approved,1,7,0,2,5,5,18,1,False,False,False,False,False,False,False,True,2
IND20240001172,Employment,42.0,Male,Post Graduate,UK,Professional,Kolkata,IT Services,730,7,2024,Yes,1.0,29252.0,1,1.0,1,17,Approved,3,2,1,18,4,4,19,1,False,False,True,False,False,False,False,False,2
IND20220001173,Entry,21.0,Male,Post Graduate,Sri Lanka,Self Employed,Ahmedabad,Family Visit,60,2,2022,Yes,1.0,22210.0,0,1.0,0,3,Approved,3,3,1,15,6,0,13,1,False,False,False,True,False,False,False,False,2
IND20210001174,Research,38.0,Male,Post Graduate,UAE,Government Employee,Mumbai,Collaboration,90,10,2021,Yes,8.0,2374.0,0,0.0,0,30,Approved,3,5,1,17,2,5,6,1,False,False,False,False,False,True,False,False,2
IND20240001175,Tourist,32.0,Female,12th Pass,Malaysia,Student,Ahmedabad,Hill Station,180,3,2024,No,0.0,20887.0,0,1.0,0,8,Approved,1,7,0,9,7,0,18,0,False,False,False,False,False,False,False,True,2
IND20230001176,Student,19.0,Female,Graduate,USA,Student,Bengaluru,Short Course,1460,3,2023,No,0.0,69445.0,1,0.0,1,18,Pending,2,6,0,19,7,1,29,0,False,False,False,False,False,False,True,False,1
IND20210001177,Tourist,28.0,Male,Graduate,Germany,Student,Ahmedabad,Wildlife Safari,180,11,2021,No,0.0,19917.0,0,1.0,1,5,Rejected,2,7,1,6,7,0,38,0,False,False,False,False,False,False,False,True,0
IND20240001178,Research,20.0,Female,Post Graduate,Canada,Business Owner,Pune,Field Work,60,9,2024,No,0.0,4859.0,0,1.0,1,19,Approved,3,5,0,3,1,7,14,0,False,False,False,False,False,True,False,False,2
IND20210001179,Business,51.0,Female,Graduate,Nepal,Professional,Chennai,Client Meeting,30,9,2021,No,0.0,87538.0,1,1.0,0,11,Pending,2,0,0,10,4,2,5,0,True,False,False,False,False,False,False,False,1
IND20230001180,Business,37.0,Male,Graduate,Australia,Professional,Chennai,Site Visit,180,6,2023,No,0.0,80022.0,1,1.0,0,10,Approved,2,0,1,0,4,2,31,0,True,False,False,False,False,False,False,False,2
IND20220001181,Student,25.0,Male,Graduate,France,Student,Bengaluru,PhD Research,1095,8,2022,Yes,6.0,67031.0,0,1.0,0,11,Approved,2,6,1,5,7,1,24,1,False,False,False,False,False,False,True,False,2
IND20220001182,Medical,56.0,Male,Post Graduate,South Africa,Professional,New Delhi,Surgery,180,4,2022,No,0.0,12212.0,0,1.0,0,8,Approved,3,4,1,13,4,6,32,0,False,False,False,False,True,False,False,False,2
IND20210001183,Tourist,37.0,Female,Graduate,Australia,Student,Bengaluru,Wildlife Safari,30,1,2021,Yes,8.0,18044.0,0,0.0,0,19,Approved,2,7,0,0,7,1,38,1,False,False,False,False,False,False,False,True,2
IND20210001184,Business,46.0,Male,Post Graduate,Nepal,Professional,Bengaluru,Client Meeting,180,2,2021,Yes,6.0,76722.0,1,1.0,0,9,Pending,3,0,1,10,4,1,5,1,True,False,False,False,False,False,False,False,1
IND20240001185,Employment,33.0,Female,Post Graduate,France,Business Owner,Bengaluru,Manufacturing,730,2,2024,No,0.0,7858.0,1,1.0,1,10,Approved,3,2,0,5,1,1,20,0,False,False,True,False,False,False,False,False,2
IND20210001186,Tourist,32.0,Male,12th Pass,UK,Academic,Mumbai,Beach Holiday,90,11,2021,Yes,1.0,16855.0,0,1.0,0,10,Approved,1,7,1,18,0,5,2,1,False,False,False,False,False,False,False,True,2
